latitude,longitude,primary_road,secondary_road,description,legs,state
42.51384725,-96.49742696,SIOUX POINT RD,SHAY RD N,On SIOUX POINT RD at its intersection with SHAY RD N,4,SD
44.11537752,-103.11093048,WEST GATE RD,BOX ELDER RD W,On WEST GATE RD at its intersection with BOX ELDER RD W,4,SD
43.17848039,-101.73524082,3RD AVE,DOROTHY ST,On 3RD AVE at its intersection with DOROTHY ST,4,SD
44.37045706,-100.35411346,CAPITOL AVE,CENTRAL AVE,On CAPITOL AVE at its intersection with CENTRAL AVE,4,SD
43.43265856,-103.47414719,6TH ST,JENNINGS AVE,On 6TH ST at its intersection with JENNINGS AVE,4,SD
43.4310491,-103.48665961,20TH ST,JENNINGS AVE,On 20TH ST at its intersection with JENNINGS AVE,4,SD
43.43315725,-103.48441242,19TH ST,WASHINGTON ST,On 19TH ST at its intersection with WASHINGTON ST,4,SD
43.43318684,-103.48658933,20TH ST,WASHINGTON ST,On 20TH ST at its intersection with WASHINGTON ST,4,SD
42.50316338,-96.49422104,SIOUX POINT RD,DAKOTA DUNES BLVD,On SIOUX POINT RD at its intersection with DAKOTA DUNES BLVD,4,SD
42.50322968,-96.49437789,SIOUX POINT RD,DAKOTA DUNES BLVD,On SIOUX POINT RD at its intersection with DAKOTA DUNES BLVD,4,SD
44.49581154,-103.87489309,JONAS ST,OLIVER ST W,On JONAS ST at its intersection with OLIVER ST W,4,SD
45.44460081,-98.43345589,134 ST,390 AVE,On 134 ST at its intersection with 390 AVE,4,SD
43.54394526,-96.68184566,12TH ST E,BAHNSON AVE S,On 12TH ST E at its intersection with BAHNSON AVE S,4,SD
43.37548563,-99.85835587,3RD ST,MONORE ST,On 3RD ST at its intersection with MONORE ST,4,SD
43.37442415,-99.85835958,4TH ST,MONORE ST,On 4TH ST at its intersection with MONORE ST,4,SD
43.17134387,-97.08438603,BLAINE AVE,WASHINGTON ST,On BLAINE AVE at its intersection with WASHINGTON ST,4,SD
43.24164517,-97.41918675,US HWY 81,US HWY 18,On US HWY 81 at its intersection with US HWY 18,4,SD
43.3844537,-97.99557357,SD HWY 44,SD HWY 37,On SD HWY 44 at its intersection with SD HWY 37,4,SD
43.38490288,-98.40693481,US HWY 281,SD HWY 44,On US HWY 281 at its intersection with SD HWY 44,4,SD
43.40086273,-97.42081602,US HWY 81,SD HWY 44,On US HWY 81 at its intersection with SD HWY 44,4,SD
44.06876799,-99.43785447,SD HWY 47,SD HWY 249,On SD HWY 47 at its intersection with SD HWY 249,4,SD
45.79127382,-97.75056214,SD HWY 10,SD HWY 27,On SD HWY 10 at its intersection with SD HWY 27,4,SD
44.76051729,-97.38002092,SD HWY 22,MUSTANG AVE,On SD HWY 22 at its intersection with MUSTANG AVE,4,SD
44.64811395,-103.85972534,US HWY 85,SD HWY 34,On US HWY 85 at its intersection with SD HWY 34,4,SD
44.71978172,-103.42556908,US HWY 212,SD HWY 79,On US HWY 212 at its intersection with SD HWY 79,4,SD
43.08257608,-97.39891825,US HWY 81,SD HWY 46,On US HWY 81 at its intersection with SD HWY 46,4,SD
44.68119548,-103.85357708,US HWY 212,US HWY 85,On US HWY 212 at its intersection with US HWY 85,4,SD
43.82344711,-96.71990113,SD HWY 115,FOURTH ST,On SD HWY 115 at its intersection with FOURTH ST,4,SD
43.52620874,-96.66744647,ALPINE AVE S,BELMONT ST E,On ALPINE AVE S at its intersection with BELMONT ST E,4,SD
43.38599444,-99.43524679,SD HWY 44,SD HWY 47,On SD HWY 44 at its intersection with SD HWY 47,4,SD
43.39965891,-97.13656573,SD HWY 44,MAIN AVE,On SD HWY 44 at its intersection with MAIN AVE,4,SD
44.51826786,-98.98867579,US HWY 14,SD HWY 45,On US HWY 14 at its intersection with SD HWY 45,4,SD
43.54323404,-97.3878402,US HWY 81,SD HWY 42,On US HWY 81 at its intersection with SD HWY 42,4,SD
43.17028593,-97.08157001,SD HWY 19,PARK AVE,On SD HWY 19 at its intersection with PARK AVE,4,SD
45.50742209,-100.03221006,SD HWY 130,MAIN ST,On SD HWY 130 at its intersection with MAIN ST,4,SD
44.70685599,-100.44679893,SD HWY 1804,185 ST,On SD HWY 1804 at its intersection with 185 ST,4,SD
44.00727084,-97.12934034,US HWY 81,SD HWY 34,On US HWY 81 at its intersection with SD HWY 34,4,SD
44.07914885,-98.98649175,SD HWY 34,SD HWY 45,On SD HWY 34 at its intersection with SD HWY 45,4,SD
44.06763916,-98.4517955,US HWY 281,SD HWY 34,On US HWY 281 at its intersection with SD HWY 34,4,SD
44.31028178,-96.79860619,5TH ST,MAIN AVE,On 5TH ST at its intersection with MAIN AVE,4,SD
43.02160658,-96.63095314,IOWA ST,SECOND ST,On IOWA ST at its intersection with SECOND ST,4,SD
44.29230009,-96.78856573,12TH ST S,MEDARY AVE,On 12TH ST S at its intersection with MEDARY AVE,4,SD
44.29224504,-96.78351715,12TH ST S,CHRISTINE AVE,On 12TH ST S at its intersection with CHRISTINE AVE,4,SD
44.35615343,-98.20917801,9TH ST SE,IDAHO AVE,On 9TH ST SE at its intersection with IDAHO AVE,4,SD
44.30153003,-96.77725791,17TH AVE,ORCHARD DR,On 17TH AVE at its intersection with ORCHARD DR,4,SD
42.77940551,-96.91994881,MAIN ST,PLUM ST,On MAIN ST at its intersection with PLUM ST,4,SD
45.46609885,-97.39338505,133 ST,MAIN ST,On 133 ST at its intersection with MAIN ST,4,SD
44.65570317,-103.85123898,7TH AVE,SUMMIT ST,On 7TH AVE at its intersection with SUMMIT ST,4,SD
44.67146389,-103.84926015,8TH AVE,STATE ST,On 8TH AVE at its intersection with STATE ST,4,SD
44.00507851,-97.11402517,EGAN AVE N,CENTER ST W,On EGAN AVE N at its intersection with CENTER ST W,4,SD
43.71548672,-98.02414835,7TH AVE E,LAWLER ST N,On 7TH AVE E at its intersection with LAWLER ST N,4,SD
44.36956359,-100.3473567,BROADWAY AVE,HIGHLAND AVE,On BROADWAY AVE at its intersection with HIGHLAND AVE,4,SD
44.9122085,-97.18830867,42 ST NW,GOLF COURSE RD,On 42 ST NW at its intersection with GOLF COURSE RD,4,SD
44.0860835,-103.18085061,PHILADELPHIA ST E,ANAMOSA ST E,On PHILADELPHIA ST E at its intersection with ANAMOSA ST E,4,SD
44.03718445,-103.16799121,CAYMUS DR,PAHLMEYER DR,On CAYMUS DR at its intersection with PAHLMEYER DR,4,SD
43.46104008,-96.83618532,GATEWAY BLVD W,MAIN AVE,On GATEWAY BLVD W at its intersection with MAIN AVE,4,SD
44.28890431,-96.79371216,15TH ST S,7TH AVE S,On 15TH ST S at its intersection with 7TH AVE S,4,SD
43.37548092,-99.86274942,3RD ST,LAMRO ST,On 3RD ST at its intersection with LAMRO ST,4,SD
43.72735102,-97.59411519,FIFTH ST,MAIN ST,On FIFTH ST at its intersection with MAIN ST,4,SD
42.87244105,-97.39373146,5TH ST W,WALNUT ST,On 5TH ST W at its intersection with WALNUT ST,4,SD
43.02488191,-97.27910271,301 ST,446 AVE,On 301 ST at its intersection with 446 AVE,4,SD
42.51009652,-96.50186179,FLURIE RD,SHAY RD N,On FLURIE RD at its intersection with SHAY RD N,4,SD
42.76463522,-96.70746091,319 ST,475 AVE,On 319 ST at its intersection with 475 AVE,4,SD
42.48903527,-96.48476106,SAWGRASS TRL E,PEBBLE BEACH DR,On SAWGRASS TRL E at its intersection with PEBBLE BEACH DR,4,SD
43.29684881,-98.0326009,282 ST,408 AVE,On 282 ST at its intersection with 408 AVE,4,SD
44.49270249,-103.80744157,AIRPORT RD,LOOKOUT MOUNTAIN RD,On AIRPORT RD at its intersection with LOOKOUT MOUNTAIN RD,4,SD
44.26816918,-96.747886,32ND ST S,34TH AVE S,On 32ND ST S at its intersection with 34TH AVE S,4,SD
42.88424548,-97.16069973,311 ST,452 AVE,On 311 ST at its intersection with 452 AVE,4,SD
43.70250937,-97.18904497,254 ST,451 AVE,On 254 ST at its intersection with 451 AVE,4,SD
43.7464768,-98.94981572,2ND ST,BRADFORD ST,On 2ND ST at its intersection with BRADFORD ST,4,SD
44.3182327,-103.79444756,GRAVEL PIT PL,RUBYS WAY,On GRAVEL PIT PL at its intersection with RUBYS WAY,4,SD
43.38618772,-98.84054372,5TH ST,OHIO AVE,On 5TH ST at its intersection with OHIO AVE,4,SD
43.38620655,-98.83919639,5TH ST,ILLINOIS AVE,On 5TH ST at its intersection with ILLINOIS AVE,4,SD
43.38720533,-98.83918782,4TH ST,ILLINOIS AVE,On 4TH ST at its intersection with ILLINOIS AVE,4,SD
43.38720906,-98.83781164,4TH ST,IOWA AVE,On 4TH ST at its intersection with IOWA AVE,4,SD
43.32090895,-98.34933553,4TH ST,MATHEWS AVE,On 4TH ST at its intersection with MATHEWS AVE,4,SD
43.30809198,-96.58211801,LYNN ST,SANBORN ST,On LYNN ST at its intersection with SANBORN ST,4,SD
43.30357895,-96.58349352,2ND ST,KIDDER ST,On 2ND ST at its intersection with KIDDER ST,4,SD
43.30534951,-96.59149126,BROADWAY ST,MAPLE ST,On BROADWAY ST at its intersection with MAPLE ST,4,SD
43.30444284,-96.59025261,LINCOLN ST,1ST ST,On LINCOLN ST at its intersection with 1ST ST,4,SD
43.29903847,-96.59519748,7TH ST,BARTLETT ST,On 7TH ST at its intersection with BARTLETT ST,4,SD
43.30629113,-96.58348517,ELDER ST,KIDDER ST,On ELDER ST at its intersection with KIDDER ST,4,SD
43.60527849,-97.6211579,4TH AVE,4TH ST,On 4TH AVE at its intersection with 4TH ST,4,SD
42.99123218,-97.86824212,16TH AVE W,FIR ST,On 16TH AVE W at its intersection with FIR ST,4,SD
43.56024565,-96.75624058,BROOKINGS ST W,ELMWOOD AVE N,On BROOKINGS ST W at its intersection with ELMWOOD AVE N,4,SD
43.30172397,-96.59024561,4TH ST,LINCOLN ST,On 4TH ST at its intersection with LINCOLN ST,4,SD
43.07745119,-98.95042945,BIRDSELL ST,FIRST AVE NORTH,On BIRDSELL ST at its intersection with FIRST AVE NORTH,4,SD
43.65342484,-97.78002475,4TH ST,CHERRY ST,On 4TH ST at its intersection with CHERRY ST,4,SD
43.72072689,-98.02705528,12TH AVE W,ROWLEY ST N,On 12TH AVE W at its intersection with ROWLEY ST N,4,SD
43.2524641,-98.69975314,FOURTH ST,WISCONSIN AVE,On FOURTH ST at its intersection with WISCONSIN AVE,4,SD
43.25244624,-98.698412,FOURTH ST,MICHIGAN AVE,On FOURTH ST at its intersection with MICHIGAN AVE,4,SD
43.23225298,-99.43080085,6TH ST,MAIN ST,On 6TH ST at its intersection with MAIN ST,4,SD
44.48853684,-103.85386626,GRANT ST,STATE ST,On GRANT ST at its intersection with STATE ST,4,SD
43.30354206,-96.59149433,2ND ST,BROADWAY ST,On 2ND ST at its intersection with BROADWAY ST,4,SD
43.65442698,-97.78000792,5TH ST,CHERRY ST,On 5TH ST at its intersection with CHERRY ST,4,SD
42.52299963,-96.48949427,CAMPBELL ST,MELROSE AVE,On CAMPBELL ST at its intersection with MELROSE AVE,4,SD
44.47077566,-103.80679353,32ND ST,7TH AVE,On 32ND ST at its intersection with 7TH AVE,4,SD
44.46524427,-103.79253405,ELKHORN PEAK LN,ROUGHLOCK LN,On ELKHORN PEAK LN at its intersection with ROUGHLOCK LN,4,SD
43.2388175,-99.43161668,12TH ST,PARK CIR,On 12TH ST at its intersection with PARK CIR,4,SD
43.30176864,-96.5939534,4TH ST,CEDAR ST,On 4TH ST at its intersection with CEDAR ST,4,SD
43.30808404,-96.58485796,GRANT ST,LYNN ST,On GRANT ST at its intersection with LYNN ST,4,SD
43.306278,-96.59274036,ELDER ST,MAIN ST,On ELDER ST at its intersection with MAIN ST,4,SD
43.30268594,-96.57923423,3RD ST,LAWLER ST,On 3RD ST at its intersection with LAWLER ST,4,SD
43.30446825,-96.59397654,CEDAR ST,1ST ST,On CEDAR ST at its intersection with 1ST ST,4,SD
43.30536143,-96.59275465,MAIN ST,MAPLE ST,On MAIN ST at its intersection with MAPLE ST,4,SD
45.52347508,-102.46641343,1ST AVE W,CARR ST,On 1ST AVE W at its intersection with CARR ST,4,SD
42.98920694,-97.86823533,14TH AVE W,FIR ST,On 14TH AVE W at its intersection with FIR ST,4,SD
45.45410312,-98.09725314,3RD ST,9TH AVE,On 3RD ST at its intersection with 9TH AVE,4,SD
45.45128259,-98.1001751,2ND ST,6TH AVE,On 2ND ST at its intersection with 6TH AVE,4,SD
43.71054036,-98.01428108,2ND AVE E,MENTZER ST N,On 2ND AVE E at its intersection with MENTZER ST N,4,SD
43.14754343,-97.72029586,1ST ST,WASHINGTON ST,On 1ST ST at its intersection with WASHINGTON ST,4,SD
43.14862486,-97.71479519,5TH ST,JUNIPER ST,On 5TH ST at its intersection with JUNIPER ST,4,SD
43.65446176,-97.78277779,5TH ST,MAIN ST,On 5TH ST at its intersection with MAIN ST,4,SD
43.15972778,-98.54010584,4TH AVE,SCHOOL ST,On 4TH AVE at its intersection with SCHOOL ST,4,SD
42.99581272,-97.86265484,20TH AVE W,MAIN ST,On 20TH AVE W at its intersection with MAIN ST,4,SD
43.71055417,-98.01213948,2ND AVE E,GAMBLE ST N,On 2ND AVE E at its intersection with GAMBLE ST N,4,SD
43.22681517,-99.42627091,1ST ST,FELTON AVE,On 1ST ST at its intersection with FELTON AVE,4,SD
43.54543775,-97.98399002,3RD ST,ELM ST,On 3RD ST at its intersection with ELM ST,4,SD
43.14856374,-97.72029268,1ST ST,JUNIPER ST,On 1ST ST at its intersection with JUNIPER ST,4,SD
43.60214515,-97.61844668,1ST AVE,6TH ST,On 1ST AVE at its intersection with 6TH ST,4,SD
43.60211122,-97.61705865,1ST AVE,7TH ST,On 1ST AVE at its intersection with 7TH ST,4,SD
43.15719814,-98.5333592,9TH AVE,HIGH ST,On 9TH AVE at its intersection with HIGH ST,4,SD
44.49477769,-103.85716262,8TH ST,MICHIGAN ST E,On 8TH ST at its intersection with MICHIGAN ST E,4,SD
44.48983759,-103.86049657,5TH ST,ILLINOIS ST E,On 5TH ST at its intersection with ILLINOIS ST E,4,SD
44.34778595,-103.77609254,ADDIE ST,CC CURRAN ST,On ADDIE ST at its intersection with CC CURRAN ST,4,SD
44.48638152,-103.85327177,ELGIN ST,STATE ST,On ELGIN ST at its intersection with STATE ST,4,SD
44.48871982,-103.86019156,5TH ST,HUDSON ST,On 5TH ST at its intersection with HUDSON ST,4,SD
44.46360006,-103.63689431,ASH ST,GARFIELD ST,On ASH ST at its intersection with GARFIELD ST,4,SD
43.25044614,-98.69555252,MAIN ST,SIXTH ST,On MAIN ST at its intersection with SIXTH ST,4,SD
43.60314041,-97.61843249,2ND AVE,6TH ST,On 2ND AVE at its intersection with 6TH ST,4,SD
43.39472286,-97.9859343,1ST ST,MAIN ST,On 1ST ST at its intersection with MAIN ST,4,SD
42.52297092,-96.49187041,CAMPBELL ST,MARIE AVE,On CAMPBELL ST at its intersection with MARIE AVE,4,SD
42.52298395,-96.49067617,MERRILL AVE,CAMPBELL ST,On MERRILL AVE at its intersection with CAMPBELL ST,4,SD
43.38720396,-98.84054789,4TH ST,OHIO AVE,On 4TH ST at its intersection with OHIO AVE,4,SD
45.33520402,-97.52444255,10TH AVE W,3RD ST W,On 10TH AVE W at its intersection with 3RD ST W,4,SD
45.33519716,-97.53016359,10TH AVE W,7TH ST WEST,On 10TH AVE W at its intersection with 7TH ST WEST,4,SD
45.48088079,-98.46598817,15TH AVE NE,VIEW LN N,On 15TH AVE NE at its intersection with VIEW LN N,4,SD
44.65238068,-103.84518554,10TH AVE,11TH AVE,On 10TH AVE at its intersection with 11TH AVE,4,SD
43.72938935,-97.5914128,SEVENTH ST,WILCOX ST,On SEVENTH ST at its intersection with WILCOX ST,4,SD
43.72239674,-97.38732623,LIGHTNER AVE,MAIN ST,On LIGHTNER AVE at its intersection with MAIN ST,4,SD
43.6988416,-97.18667087,CHURCH ST,KLUCKHOLM ST,On CHURCH ST at its intersection with KLUCKHOLM ST,4,SD
43.72535279,-97.3873338,MAIN ST,NORTON AVE,On MAIN ST at its intersection with NORTON AVE,4,SD
43.72754027,-97.38737895,ESSEX AVE,MAIN ST,On ESSEX AVE at its intersection with MAIN ST,4,SD
43.72645053,-97.38735651,MAIN ST,VERMONT AVE,On MAIN ST at its intersection with VERMONT AVE,4,SD
44.65834165,-103.84429337,11TH AVE,STANLEY ST,On 11TH AVE at its intersection with STANLEY ST,4,SD
44.67810428,-103.84788638,9TH AVE,BUTTE ST,On 9TH AVE at its intersection with BUTTE ST,4,SD
43.72076497,-98.02284329,12TH AVE E,KIMBALL ST N,On 12TH AVE E at its intersection with KIMBALL ST N,4,SD
43.00494088,-98.05734516,1ST AVE,PINE ST,On 1ST AVE at its intersection with PINE ST,4,SD
44.66576607,-103.84359413,11TH AVE,KINGSBURY ST,On 11TH AVE at its intersection with KINGSBURY ST,4,SD
43.07988422,-98.29349992,MAIN AVE S,SECOND ST SE,On MAIN AVE S at its intersection with SECOND ST SE,4,SD
43.23774899,-99.43081925,11TH ST,MAIN ST,On 11TH ST at its intersection with MAIN ST,4,SD
43.23225768,-99.42628353,6TH ST,FELTON AVE,On 6TH ST at its intersection with FELTON AVE,4,SD
43.23226647,-99.42321443,6TH ST,LOGAN AVE,On 6TH ST at its intersection with LOGAN AVE,4,SD
43.42266976,-98.40403049,FIFTH ST E,SIMPSON AVE S,On FIFTH ST E at its intersection with SIMPSON AVE S,4,SD
43.42371915,-98.40403017,MAIN ST E,SIMPSON AVE N,On MAIN ST E at its intersection with SIMPSON AVE N,4,SD
43.42371294,-98.40264454,MAIN ST E,PARK AVE N,On MAIN ST E at its intersection with PARK AVE N,4,SD
43.42266665,-98.40265645,FIFTH ST E,PARK AVE S,On FIFTH ST E at its intersection with PARK AVE S,4,SD
43.31990605,-98.34933357,MATHEWS AVE,3RD ST,On MATHEWS AVE at its intersection with 3RD ST,4,SD
43.31989703,-98.34795853,DOBSON AVE,3RD ST,On DOBSON AVE at its intersection with 3RD ST,4,SD
43.60317355,-97.62397916,2ND AVE,MAIN ST,On 2ND AVE at its intersection with MAIN ST,4,SD
43.60316706,-97.62257387,2ND AVE,3RD ST,On 2ND AVE at its intersection with 3RD ST,4,SD
43.55072625,-97.50228484,MAIN AVE,3RD ST,On MAIN AVE at its intersection with 3RD ST,4,SD
43.73602086,-98.04308187,COUNTRY DR,THUNDERBIRD DR,On COUNTRY DR at its intersection with THUNDERBIRD DR,4,SD
45.45228859,-98.09872716,7TH AVE,MAIN ST,On 7TH AVE at its intersection with MAIN ST,4,SD
45.45229598,-98.09726594,3RD ST,7TH AVE,On 3RD ST at its intersection with 7TH AVE,4,SD
43.5571879,-97.98557965,264 ST,411 AVE,On 264 ST at its intersection with 411 AVE,4,SD
43.32290687,-98.34793371,DOBSON AVE,6TH ST,On DOBSON AVE at its intersection with 6TH ST,4,SD
43.32088685,-98.34794565,DOBSON AVE,4TH ST,On DOBSON AVE at its intersection with 4TH ST,4,SD
43.31786175,-98.34655975,1ST ST,MAIN AVE,On 1ST ST at its intersection with MAIN AVE,4,SD
43.42132229,-97.25647122,MAIN AVE,SECOND ST,On MAIN AVE at its intersection with SECOND ST,4,SD
42.52639447,-96.48652779,MAIN ST,WALLACE AVE,On MAIN ST at its intersection with WALLACE AVE,4,SD
42.52640195,-96.48525311,LLOYD AVE,MAIN ST,On LLOYD AVE at its intersection with MAIN ST,4,SD
43.15626635,-98.54155816,3RD AVE,MAIN ST,On 3RD AVE at its intersection with MAIN ST,4,SD
43.15514974,-98.53745819,6TH AVE,LAKE ST,On 6TH AVE at its intersection with LAKE ST,4,SD
43.25146173,-98.6997646,FIFTH ST,WISCONSIN AVE,On FIFTH ST at its intersection with WISCONSIN AVE,4,SD
43.25145113,-98.69840018,FIFTH ST,MICHIGAN AVE,On FIFTH ST at its intersection with MICHIGAN AVE,4,SD
43.15968355,-98.5360065,7TH AVE,SCHOOL ST,On 7TH AVE at its intersection with SCHOOL ST,4,SD
43.15971115,-98.5387305,5TH AVE,SCHOOL ST,On 5TH AVE at its intersection with SCHOOL ST,4,SD
45.44927837,-98.10157797,1ST ST,4TH AVE,On 1ST ST at its intersection with 4TH AVE,4,SD
45.45033869,-98.09324527,5TH AVE,6TH ST,On 5TH AVE at its intersection with 6TH ST,4,SD
42.49817103,-96.50312732,FAWN HOLLOW LN,OXBOW TRL,On FAWN HOLLOW LN at its intersection with OXBOW TRL,4,SD
44.6644112,-103.84727067,LAWRENCE ST,9TH AVE,On LAWRENCE ST at its intersection with 9TH AVE,4,SD
45.79335841,-97.75350103,6TH ST,9TH AVE,On 6TH ST at its intersection with 9TH AVE,4,SD
45.7944165,-97.75347439,5TH ST,9TH AVE,On 5TH ST at its intersection with 9TH AVE,4,SD
43.22681252,-99.42320587,1ST ST,LOGAN AVE,On 1ST ST at its intersection with LOGAN AVE,4,SD
44.12683268,-103.06672017,MAIN ST,CONSTITUTION AVE,On MAIN ST at its intersection with CONSTITUTION AVE,4,SD
