tag,lat,lon
Children_at_play,39.7904007,-89.699662
Children_at_play,39.6674843,-89.6689874
Children_at_play,39.6674886,-89.6688577
Children_at_play,39.7744515,-89.6583314
Children_at_play,39.7842094,-89.6251198
Children_at_play,39.7249967,-89.6352778
Children_at_play,39.7920455,-89.6782136
Children_at_play,39.7569293,-89.6253442
Children_at_play,39.7510686,-89.6237245
Children_at_play,39.7520155,-89.6217956
Children_at_play,39.8150315,-89.636606
Children_at_play,39.7991193,-89.6616917
Children_at_play,39.799105,-89.6630543
Children_at_play,39.7959137,-89.6798635
Children_at_play,39.7719606,-89.6594613
Children_at_play,39.79293,-89.6876939
Children_at_play,39.8022771,-89.6225953
Children_at_play,39.7811214,-89.6656155
Children_at_play,39.7961011,-89.6811201
Children_at_play,39.7623059,-89.5831505
Children_at_play,39.7622502,-89.5821485
Children_at_play,39.76243,-89.5801724
Children_at_play,39.8167573,-89.6556263
Children_at_play,39.7820689,-89.7283876
Children_at_play,48.4542227,-123.4192907
Children_at_play,48.4522951,-123.4229017
Children_at_play,39.8114893,-89.6941321
Children_at_play,48.4533462,-123.3556335
Children_at_play,48.4522447,-123.3669098
Children_at_play,39.7394811,-89.6282009
Children_at_play,39.6858343,-89.7039206
Children_at_play,39.7608382,-89.6352643
Children_at_play,46.9053875,-102.4323283
Children_at_play,39.7637084,-89.6900952
Children_at_play,40.781092,-73.9622529
Children_at_play,44.4144833,-79.576984
Children_at_play,44.4146395,-79.5769056
Children_at_play,48.4480768,-123.3652888
Children_at_play,48.4478589,-123.3647114
Children_at_play,39.7506716,-89.522942
Children_at_play,39.7621281,-89.7028076
Children_at_play,39.8093155,-89.650444
Children_at_play,38.380118,-81.8253742
Children_at_play,38.3801135,-81.8253768
Children_at_play,39.7140046,-88.8005569
Children_at_play,39.7146542,-88.8015917
Children_at_play,39.7120834,-88.8034139
Children_at_play,45.5664838,-73.6415004
Children_at_play,39.7810838,-89.726533
Children_at_play,39.7717005,-89.7409426
Children_at_play,39.7485097,-89.702417
Children_at_play,39.7490712,-89.7006452
Children_at_play,39.773389,-89.7196237
Children_at_play,39.8049415,-89.6399336
Children_at_play,39.8006592,-89.7238693
Children_at_play,39.7289626,-89.9229697
Children_at_play,39.7271499,-89.9031708
Children_at_play,39.5953834,-89.7550687
Children_at_play,39.7649395,-89.5823998
Children_at_play,39.8492436,-89.2362173
Children_at_play,39.7565677,-89.7001255
Children_at_play,39.6866394,-89.6861245
Children_at_play,39.6850279,-89.7088626
Children_at_play,39.6759136,-89.7182694
Children_at_play,39.7834874,-89.6535469
Children_at_play,37.5624582,-76.3055856
Children_at_play,37.5626793,-76.308569
Children_at_play,39.7816627,-89.7002212
Children_at_play,39.7808331,-89.6968829
Children_at_play,43.8994934,-69.9786895
Children_at_play,39.7062696,-89.696913
Children_at_play,43.9047512,-69.9849446
Children_at_play,39.7714644,-89.649217
Children_at_play,39.8897642,-89.6081632
Children_at_play,49.229753,-122.0098661
